Course Allocation ID,Course Name,University Name,School Name,Enrollment Count,Term Name,End Status,Starting Stage,Next Stage After Start Stage,Date of Change,Admissions Drop Date
a0QPm00000UU5sEMAT,Course71,University1,School86,22,Fall 2025,Archived,Offered,Accepted,2025-03-05,
a0QPm00000UU659MAD,Course39,University9,School330,31,Fall 2025,Archived,Offered,Accepted,2025-03-05,
a0QPm00000UUDg5MAH,Course71,University1,School395,29,Fall 2025,Archived,Offered,Accepted,2025-03-05,
a0QPm00000UUEM3MAP,Course60,University1,School86,25,Fall 2025,Archived,Offered,Accepted,2025-03-05,
a0QPm00000UUFBeMAP,Course39,University9,School76,15,Fall 2025,Archived,Offered,Accepted,2025-03-05,
a0QPm00000UUG2tMAH,Course60,University1,School222,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-05,2025-08-15
a0QPm00000UUIcYMAX,Course15,University9,School43,25,Fall 2025,Archived,Offered,Accepted,2025-03-05,
a0QPm00000UUJn7MAH,Course71,University1,School330,20,Fall 2025,Archived,Offered,Accepted,2025-03-05,
a0QPm00000UV5i6MAD,Course38,University3,School652,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-05,2025-03-21
a0QPm00000UPC9ZMAX,Course52,University3,School424,26,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UR5olMAD,Course38,University3,School628,16,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000URHhpMAH,Course75,University10,School628,27,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000URHjRMAX,Course74,University21,School628,26,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000URLNGMA5,Course75,University10,School46,13,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UV4NrMAL,Course53,University24,School411,17,Fall 2025,Dropped,Offered,Accepted,2025-03-06,
a0QPm00000UVHZaMAP,Course39,University9,School162,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-06,2025-08-27
a0QPm00000UWfd5MAD,Course52,University3,School387,20,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UX4gJMAT,Course39,University9,School486,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-06,2025-04-29
a0QPm00000UXG9bMAH,Course51,University1,School131,24,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYGigMAH,Course9,University4,School65,15,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYoE1MAL,Course51,University1,School132,21,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYoVlMAL,Course51,University1,School133,25,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYptFMAT,Course15,University9,School522,16,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYpy5MAD,Course71,University1,School522,16,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYrLaMAL,Course34,University4,School416,15,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYs7xMAD,Course60,University1,School342,20,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYtFKMA1,Course44,University9,School486,25,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYuEcMAL,Course60,University1,School590,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-06,2025-04-08
a0QPm00000UYuktMAD,Course60,University1,School486,20,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYvPCMA1,Course54,University7,School590,10,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYw9yMAD,Course60,University1,School319,8,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYWH9MAP,Course42,University2,School590,11,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYxdtMAD,Course50,University4,School490,13,Fall 2025,Dropped,Offered,Accepted,2025-03-06,
a0QPm00000UYxKXMA1,Course60,University1,School490,25,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYYduMAH,Course44,University9,School490,24,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYzuDMAT,Course38,University3,School387,25,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UYzz3MAD,Course60,University1,School387,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-06,2025-04-25
a0QPm00000UZ3D3MAL,Course43,University24,School486,21,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UZKCHMA5,Course38,University3,School442,9,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UZRbyMAH,Course13,University9,School354,32,Fall 2025,Archived,Offered,Accepted,2025-03-06,
a0QPm00000UZVSfMAP,Course54,University7,School170,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-06,2025-05-09
a0QPm00000TpRWwMAN,Course52,University3,School562,15,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000TpRYaMAN,Course15,University9,School562,15,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000Uf6UqMAJ,Course60,University1,School31,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-03-21
a0QPm00000UfbvBMAR,Course15,University9,School606,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-07-08
a0QPm00000UfcBJMAZ,Course60,University1,School606,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-07-01
a0QPm00000UgMvkMAF,Course9,University4,School128,13,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000UgNwcMAF,Course34,University4,School436,21,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000UgT18MAF,Course13,University9,School128,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-08-12
a0QPm00000UNa9cMAD,Course52,University3,School60,20,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000UNquJMAT,Course75,University10,School60,16,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000UO8xdMAD,Course74,University21,School60,24,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000UOnUdMAL,Course52,University3,School421,15,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000UP9OdMAL,Course52,University3,School598,8,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000UR4B8MAL,Course52,University3,School223,18,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000URIE5MAP,Course38,University3,School223,25,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000URIHJMA5,Course75,University10,School223,20,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000URlb6MAD,Course71,University1,School241,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-08-11
a0QPm00000UTFX7MAP,Course44,University9,School155,27,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000UTikOMAT,Course42,University2,School155,15,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000UTqRmMAL,Course38,University3,School155,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-03-10
a0QPm00000UUF3ZMAX,Course71,University1,School155,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-03-10
a0QPm00000UUqETMA1,Course60,University1,School83,14,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000UUxW3MAL,Course75,University10,School83,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-08-07
a0QPm00000UVIKLMA5,Course75,University10,School3,22,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000UVIU1MAP,Course15,University9,School3,23,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000UVMZFMA5,Course13,University9,School83,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-08-28
a0QPm00000UZ2dZMAT,Course34,University4,School88,25,Fall 2025,Archived,Offered,Accepted,2025-03-07,
a0QPm00000UgUlCMAV,Course34,University4,School257,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-08,2025-03-14
a0QPm00000UjKxRMAV,Course44,University9,School422,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-09,2025-03-21
a0QPm00000UfqZGMAZ,Course60,University1,School465,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-10,2025-03-14
a0QPm00000UgVanMAF,Course15,University9,School216,12,Fall 2025,Archived,Offered,Accepted,2025-03-10,
a0QPm00000UgVsXMAV,Course34,University4,School216,27,Fall 2025,Archived,Offered,Accepted,2025-03-10,
a0QPm00000UgWVGMA3,Course51,University1,School59,14,Fall 2025,Dropped,Offered,Accepted,2025-03-10,
a0QPm00000UgZ4vMAF,Course53,University24,School59,34,Fall 2025,Archived,Offered,Accepted,2025-03-10,
a0QPm00000UgZRVMA3,Course71,University1,School59,12,Fall 2025,Dropped,Offered,Accepted,2025-03-10,
a0QPm00000UkHxXMAV,Course39,University9,School207,19,Fall 2025,Archived,Offered,Accepted,2025-03-10,
a0QPm00000UkJT1MAN,Course7,University15,School611,23,Fall 2025,Archived,Offered,Accepted,2025-03-10,
a0QPm00000UP5CvMAL,Course39,University9,School259,16,Fall 2025,Archived,Offered,Accepted,2025-03-10,
a0QPm00000UPLb6MAH,Course75,University10,School430,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-10,2025-08-07
a0QPm00000UTuTmMAL,Course13,University9,School531,15,Fall 2025,Archived,Offered,Accepted,2025-03-10,
a0QPm00000UYfDzMAL,Course13,University9,School380,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-10,2025-08-13
a0QPm00000UYy6xMAD,Course43,University24,School537,25,Fall 2025,Archived,Offered,Accepted,2025-03-10,
a0QPm00000UYyYLMA1,Course15,University9,School382,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-10,2025-06-16
a0QPm00000UZ0S5MAL,Course75,University10,School89,17,Fall 2025,Archived,Offered,Accepted,2025-03-10,
a0QPm00000UZ2AXMA1,Course75,University10,School537,20,Fall 2025,Archived,Offered,Accepted,2025-03-10,
a0QPm00000UghP3MAJ,Course39,University9,School405,16,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000UgLbSMAV,Course75,University10,School405,16,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000UgMnhMAF,Course1,University14,School405,16,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000UhA9KMAV,Course52,University3,School167,15,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000UhOfJMAV,Course34,University4,School167,25,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000Unda1MAB,Course2,University17,School28,22,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000UnkYHMAZ,Course43,University24,School28,16,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000UnLbWMAV,Course7,University15,School28,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-11,2025-08-19
a0QPm00000UnZpnMAF,Course50,University4,School28,25,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000UOlVxMAL,Course75,University10,School26,16,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000UTGo7MAH,Course71,University1,School556,25,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000UTmOBMA1,Course71,University1,School514,20,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000UTNL1MAP,Course52,University3,School514,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-11,2025-06-26
a0QPm00000UTOc2MAH,Course34,University4,School426,10,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000UUFzeMAH,Course15,University9,School514,13,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000Ux4MTMAZ,Course38,University3,School525,3,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000Uxh4UMAR,Course72,University20,School144,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-11,2025-08-29
a0QPm00000UYsUXMA1,Course44,University9,School417,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-11,2025-03-21
a0QPm00000UZUd3MAH,Course38,University3,School304,25,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000UZUhtMAH,Course60,University1,School304,34,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000UZUy1MAH,Course15,University9,School304,26,Fall 2025,Archived,Offered,Accepted,2025-03-11,
a0QPm00000TjrPGMAZ,Course71,University1,School177,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-12,2025-10-28
a0QPm00000TjuIIMAZ,Course35,University1,School177,2,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000TjuQLMAZ,Course51,University1,School177,10,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000UgMAwMAN,Course51,University1,School428,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-12,2025-07-29
a0QPm00000UNYXaMAP,Course71,University1,School15,17,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000UO5uvMAD,Course54,University7,School15,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-12,2025-08-20
a0QPm00000UO62zMAD,Course15,University9,School15,16,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000UO66DMAT,Course53,University24,School15,8,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000V1F3CMAV,Course53,University24,School4,25,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000V1FJLMA3,Course25,University25,School277,27,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000V1IQsMAN,Course51,University1,School235,17,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000V1JzfMAF,Course25,University25,School235,20,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000V1QcwMAF,Course39,University9,School4,25,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000V1RYzMAN,Course60,University1,School4,23,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000V1TAzMAN,Course1,University14,School386,16,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000V2lKMMAZ,Course75,University10,School546,21,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000V39GDMAZ,Course51,University1,School37,21,Fall 2025,Archived,Offered,Accepted,2025-03-12,
a0QPm00000Tk8EoMAJ,Course25,University25,School507,20,Fall 2025,Archived,Offered,Accepted,2025-03-13,
a0QPm00000UPBjlMAH,Course54,University7,School420,21,Fall 2025,Archived,Offered,Accepted,2025-03-13,
a0QPm00000UR5juMAD,Course51,University1,School375,25,Fall 2025,Archived,Offered,Accepted,2025-03-13,
a0QPm00000UZGn0MAH,Course38,University3,School77,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-13,2025-05-07
a0QPm00000V1FJKMA3,Course39,University9,School309,15,Fall 2025,Archived,Offered,Accepted,2025-03-13,
a0QPm00000V1gbHMAR,Course71,University1,School9,21,Fall 2025,Archived,Offered,Accepted,2025-03-13,
a0QPm00000V1MHaMAN,Course13,University9,School336,12,Fall 2025,Archived,Offered,Accepted,2025-03-13,
a0QPm00000V1n9kMAB,Course25,University25,School9,20,Fall 2025,Archived,Offered,Accepted,2025-03-13,
a0QPm00000V1snlMAB,Course54,University7,School9,13,Fall 2025,Archived,Offered,Accepted,2025-03-13,
a0QPm00000V2hAJMAZ,Course13,University9,School166,31,Fall 2025,Archived,Offered,Accepted,2025-03-13,
a0QPm00000V4Qq7MAF,Course50,University4,School355,27,Fall 2025,Archived,Offered,Accepted,2025-03-13,
a0QPm00000TplfKMAR,Course44,University9,School373,14,Fall 2025,Archived,Offered,Accepted,2025-03-14,
a0QPm00000UQz3PMAT,Course74,University21,School365,19,Fall 2025,Archived,Offered,Accepted,2025-03-14,
a0QPm00000UQzLAMA1,Course15,University9,School365,23,Fall 2025,Archived,Offered,Accepted,2025-03-14,
a0QPm00000UR5n8MAD,Course44,University9,School365,21,Fall 2025,Archived,Offered,Accepted,2025-03-14,
a0QPm00000V1Ad4MAF,Course31,University25,School303,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-14,2025-04-17
a0QPm00000V72srMAB,Course31,University25,School188,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-14,2025-04-17
a0QPm00000VCqPCMA1,Course51,University1,School527,26,Fall 2025,Archived,Offered,Accepted,2025-03-14,
a0QPm00000Tr3n5MAB,Course44,University9,School588,10,Fall 2025,Archived,Offered,Accepted,2025-03-17,
a0QPm00000UNludMAD,Course51,University1,School632,8,Fall 2025,Archived,Offered,Accepted,2025-03-17,
a0QPm00000URHWXMA5,Course25,University25,School520,17,Fall 2025,Archived,Offered,Accepted,2025-03-17,
a0QPm00000V26YyMAJ,Course38,University3,School577,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-17,2025-03-24
a0QPm00000V2G21MAF,Course43,University24,School577,22,Fall 2025,Archived,Offered,Accepted,2025-03-17,
a0QPm00000V2pW7MAJ,Course13,University9,School351,6,Fall 2025,Archived,Offered,Accepted,2025-03-17,
a0QPm00000V31ddMAB,Course71,University1,School351,16,Fall 2025,Archived,Offered,Accepted,2025-03-17,
a0QPm00000V31lhMAB,Course71,University1,School351,13,Fall 2025,Archived,Offered,Accepted,2025-03-17,
a0QPm00000V321pMAB,Course43,University24,School351,11,Fall 2025,Archived,Offered,Accepted,2025-03-17,
a0QPm00000V36wfMAB,Course71,University1,School343,17,Fall 2025,Archived,Offered,Accepted,2025-03-17,
a0QPm00000VEraVMAT,Course1,University14,School141,17,Fall 2025,Archived,Offered,Accepted,2025-03-17,
a0QPm00000VF3bdMAD,Course38,University3,School141,16,Fall 2025,Archived,Offered,Accepted,2025-03-17,
a0QPm00000VORDNMA5,Course51,University1,School530,19,Fall 2025,Archived,Offered,Accepted,2025-03-17,
a0QPm00000VQXGDMA5,Course60,University1,School260,30,Fall 2025,Archived,Offered,Accepted,2025-03-17,
a0QPm00000TrUC9MAN,Course25,University25,School418,21,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000UgUekMAF,Course15,University9,School614,25,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000UnI91MAF,Course38,University3,School569,22,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000UnQHqMAN,Course60,University1,School569,27,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000UnZZeMAN,Course39,University9,School569,24,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000UPY6rMAH,Course51,University1,School299,18,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000UPZHSMA5,Course13,University9,School316,21,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000UPZVxMAP,Course71,University1,School316,23,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000UTpxAMAT,Course74,University21,School157,10,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000UTUFyMAP,Course51,University1,School512,31,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000UTzLPMA1,Course51,University1,School157,13,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000UZJT7MAP,Course51,University1,School285,25,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000V72hZMAR,Course51,University1,School75,10,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000V72PpMAJ,Course71,University1,School75,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-18,2025-08-27
a0QPm00000VVf0FMAT,Course51,University1,School556,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-18,2025-04-22
a0QPm00000VVGuiMAH,Course74,University21,School265,7,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000VVrasMAD,Course13,University9,School556,21,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000VW26UMAT,Course51,University1,School556,22,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000VWSvOMAX,Course71,University1,School164,17,Fall 2025,Archived,Offered,Accepted,2025-03-18,
a0QPm00000Tjn3wMAB,Course43,University24,School34,22,Fall 2025,Archived,Offered,Accepted,2025-03-19,
a0QPm00000TsCbQMAV,Course15,University9,School134,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-19,2025-05-09
a0QPm00000UOMivMAH,Course51,University1,School329,22,Fall 2025,Archived,Offered,Accepted,2025-03-19,
a0QPm00000UPimDMAT,Course13,University9,School329,20,Fall 2025,Archived,Offered,Accepted,2025-03-19,
a0QPm00000UQV2AMAX,Course51,University1,School100,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-19,2025-05-30
a0QPm00000UYrztMAD,Course44,University9,School105,18,Fall 2025,Archived,Offered,Accepted,2025-03-19,
a0QPm00000UYS3qMAH,Course7,University15,School231,13,Fall 2025,Archived,Offered,Accepted,2025-03-19,
a0QPm00000V1KE9MAN,Course31,University25,School334,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-19,2025-04-14
a0QPm00000V1StFMAV,Course44,University9,School452,25,Fall 2025,Archived,Offered,Accepted,2025-03-19,
a0QPm00000V2hdOMAR,Course13,University9,School352,25,Fall 2025,Archived,Offered,Accepted,2025-03-19,
a0QPm00000V32t3MAB,Course71,University1,School352,22,Fall 2025,Archived,Offered,Accepted,2025-03-19,
a0QPm00000V36lOMAR,Course74,University21,School264,11,Fall 2025,Archived,Offered,Accepted,2025-03-19,
a0QPm00000Vd3nOMAR,Course74,University21,School639,26,Fall 2025,Archived,Offered,Accepted,2025-03-19,
a0QPm00000VOZnoMAH,Course7,University15,School371,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-19,2025-08-21
a0QPm00000VPPz4MAH,Course1,University14,School523,22,Fall 2025,Archived,Offered,Accepted,2025-03-19,
a0QPm00000TobznMAB,Course51,University1,School64,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-20,2025-10-28
a0QPm00000Tpa2zMAB,Course44,University9,School450,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-20,2025-04-06
a0QPm00000TppW2MAJ,Course7,University15,School450,18,Fall 2025,Archived,Offered,Accepted,2025-03-20,
a0QPm00000UgRCHMA3,Course43,University24,School543,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-20,2025-07-17
a0QPm00000UgXW9MAN,Course51,University1,School627,17,Fall 2025,Archived,Offered,Accepted,2025-03-20,
a0QPm00000V2t6cMAB,Course35,University1,School44,26,Fall 2025,Archived,Offered,Accepted,2025-03-20,
a0QPm00000V2xDSMAZ,Course7,University15,School247,3,Fall 2025,Dropped,Offered,Accepted,2025-03-20,
a0QPm00000V2yhPMAR,Course71,University1,School229,25,Fall 2025,Archived,Offered,Accepted,2025-03-20,
a0QPm00000VbFSrMAN,Course44,University9,School401,18,Fall 2025,Archived,Offered,Accepted,2025-03-20,
a0QPm00000Vgu0kMAB,Course72,University20,School137,25,Fall 2025,Archived,Offered,Accepted,2025-03-20,
a0QPm00000Vgu3zMAB,Course9,University4,School540,25,Fall 2025,Archived,Offered,Accepted,2025-03-20,
a0QPm00000VU3HyMAL,Course34,University4,School623,25,Fall 2025,Archived,Offered,Accepted,2025-03-20,
a0QPm00000VVicQMAT,Course51,University1,School87,22,Fall 2025,Archived,Offered,Accepted,2025-03-20,
a0QPm00000URMnxMAH,Course11,University2,School81,19,Fall 2025,Archived,Offered,Accepted,2025-03-21,
a0QPm00000V04MmMAJ,Course34,University4,School122,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-21,2025-08-05
a0QPm00000V2z41MAB,Course71,University1,School645,16,Fall 2025,Dropped,Offered,Accepted,2025-03-21,
a0QPm00000ViA6fMAF,Course43,University24,School74,27,Fall 2025,Archived,Offered,Accepted,2025-03-21,
a0QPm00000VimWxMAJ,Course31,University25,School69,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-21,2025-04-17
a0QPm00000Vjy9RMAR,Course25,University25,School276,25,Fall 2025,Archived,Offered,Accepted,2025-03-21,
a0QPm00000VmXz7MAF,Course74,University21,School1,22,Fall 2025,Archived,Offered,Accepted,2025-03-21,
a0QPm00000URGk9MAH,Course71,University1,School239,17,Fall 2025,Archived,Offered,Accepted,2025-03-24,
a0QPm00000UxjUTMAZ,Course51,University1,School526,17,Fall 2025,Archived,Offered,Accepted,2025-03-24,
a0QPm00000UxQExMAN,Course7,University15,School526,18,Fall 2025,Archived,Offered,Accepted,2025-03-24,
a0QPm00000TptplMAB,Course1,University14,School403,22,Fall 2025,Archived,Offered,Accepted,2025-03-25,
a0QPm00000UQ6DOMA1,Course76,University1,School591,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-25,2025-03-27
a0QPm00000UTHIkMAP,Course35,University1,School71,16,Fall 2025,Archived,Offered,Accepted,2025-03-25,
a0QPm00000UTLKjMAP,Course71,University1,School71,16,Fall 2025,Archived,Offered,Accepted,2025-03-25,
a0QPm00000UTRoMMAX,Course25,University25,School565,20,Fall 2025,Archived,Offered,Accepted,2025-03-25,
a0QPm00000VNDSXMA5,Course31,University25,School432,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-25,2025-04-17
a0QPm00000VWnwbMAD,Course25,University25,School58,15,Fall 2025,Archived,Offered,Accepted,2025-03-25,
a0QPm00000VxjDoMAJ,Course72,University20,School127,25,Fall 2025,Archived,Offered,Accepted,2025-03-25,
a0QPm00000Vy3u1MAB,Course34,University4,School127,25,Fall 2025,Archived,Offered,Accepted,2025-03-25,
a0QPm00000UPCG5MAP,Course51,University1,School394,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-26,2025-04-21
a0QPm00000W4GdHMAV,Course35,University1,School443,12,Fall 2025,Archived,Offered,Accepted,2025-03-26,
a0QPm00000W4KSLMA3,Course51,University1,School443,22,Fall 2025,Archived,Offered,Accepted,2025-03-26,
a0QPm00000W9HNRMA3,Course44,University9,School400,6,Fall 2025,Archived,Offered,Accepted,2025-03-26,
a0QPm00000W9QthMAF,Course51,University1,School605,22,Fall 2025,Dropped,Offered,Accepted,2025-03-26,
a0QPm00000TleNuMAJ,Course51,University1,School29,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-27,2025-08-12
a0QPm00000V8I7aMAF,Course39,University9,School317,15,Fall 2025,Archived,Offered,Accepted,2025-03-27,
a0QPm00000VhLnJMAV,Course34,University4,School552,15,Fall 2025,Archived,Offered,Accepted,2025-03-27,
a0QPm00000VwT7tMAF,Course31,University25,School552,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-27,2025-04-17
a0QPm00000WAGCLMA5,Course53,University24,School221,22,Fall 2025,Archived,Offered,Accepted,2025-03-27,
a0QPm00000WAGPFMA5,Course34,University4,School221,25,Fall 2025,Archived,Offered,Accepted,2025-03-27,
a0QPm00000UO00oMAD,Course51,University1,School393,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-28,2025-05-09
a0QPm00000UZ30AMAT,Course74,University21,School376,18,Fall 2025,Archived,Offered,Accepted,2025-03-28,
a0QPm00000V4ngEMAR,Course43,University24,School13,19,Fall 2025,Archived,Offered,Accepted,2025-03-28,
a0QPm00000V4tKDMAZ,Course71,University1,School13,25,Fall 2025,Archived,Offered,Accepted,2025-03-28,
a0QPm00000VyWcfMAF,Course72,University20,School254,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-30,2025-05-13
a0QPm00000WCekcMAD,Course55,University16,School194,11,Fall 2025,Archived,Offered,Accepted,2025-03-31,
