Course Allocation ID,Course Name,University Name,School Name,Enrollment Count,Term Name,End Status,Starting Stage,Next Stage After Start Stage,Date of Change,Admissions Drop Date,Start Date,Days_Before_Start,Allocation_Duration_Days
a0QPm00000Z8rqzMAB,Course40,University9,School581,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-06-09,2025-06-17,2026-02-02,230.0,8.0
a0QPm00000aTmkVMAS,Course79,University9,School279,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-06-18,2026-01-20,2026-02-02,13.0,216.0
a0QPm00000dFReDMAW,Course21,University24,School350,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-06-19,2025-10-15,2026-02-02,110.0,118.0
a0QPm00000bxoTaMAI,Course21,University24,School218,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-06-20,2026-01-20,2026-02-02,13.0,214.0
a0QPm00000b0EldMAE,Course4,University15,School345,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-06-23,2025-11-03,,,133.0
a0QPm00000deoSfMAI,Course42,University2,School409,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-06-26,2025-10-15,2026-02-02,110.0,111.0
a0QPm00000eLqcTMAS,Course11,University2,School286,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-07-03,2026-01-05,2026-02-02,28.0,186.0
a0QPm00000eLqm9MAC,Course35,University1,School286,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-07-03,2026-01-05,2026-02-02,28.0,186.0
a0QPm00000hcOjkMAE,Course51,University1,School636,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-07-30,2025-10-29,2026-02-02,96.0,91.0
a0QPm00000gh9fmMAA,Course9,University4,School517,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-07-31,2025-12-03,2026-02-02,61.0,125.0
a0QPm00000hkF89MAE,Course21,University24,School107,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-07-31,2025-09-11,2026-02-02,144.0,42.0
a0QPm00000hklfuMAA,Course35,University1,School107,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-07-31,2025-12-11,2026-02-02,53.0,133.0
a0QPm00000h3pJlMAI,Course16,University9,School622,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-08-01,2025-08-27,2026-02-02,159.0,26.0
a0QPm00000hek3NMAQ,Course13,University9,School622,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-08-01,2025-12-11,2026-02-02,53.0,132.0
a0QPm00000UgeZFMAZ,Course13,University9,School378,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-08-07,2025-11-21,2026-02-02,73.0,106.0
a0QPm00000iMdfhMAC,Course41,University3,School437,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-08-12,2025-11-12,2026-02-02,82.0,92.0
a0QPm00000V6uleMAB,Course42,University2,School120,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-08-27,2025-12-03,2026-02-02,61.0,98.0
a0QPm00000V73NVMAZ,Course79,University9,School120,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-08-27,2025-12-03,2026-02-02,61.0,98.0
a0QPm00000m0lxlMAA,Course70,University1,School107,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-09-11,2025-11-14,,,64.0
a0QPm00000oxNOnMAM,Course8,University24,School25,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-10-09,2025-12-22,2026-02-02,42.0,74.0
a0QPm00000o1rYYMAY,Course35,University1,School256,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-10-22,2026-01-07,2026-02-02,26.0,77.0
a0QPm00000o2FRBMA2,Course8,University24,School256,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-10-22,2026-01-07,2026-02-02,26.0,77.0
a0QPm00000qaBS1MAM,Course57,University6,School517,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-10-22,2025-12-03,2026-02-02,61.0,42.0
a0QPm00000qrBFWMA2,Course51,University1,School402,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-10-24,2025-12-16,2026-02-02,48.0,53.0
a0QPm00000qrNrlMAE,Course8,University24,School402,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-10-24,2025-12-16,2026-02-02,48.0,53.0
a0QPm00000pxJKbMAM,Course8,University24,School131,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-10-28,2025-11-06,2026-02-02,88.0,9.0
a0QPm00000rV6qdMAC,Course35,University1,School60,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-10-30,2025-10-31,2026-02-02,94.0,1.0
a0QPm00000raIG1MAM,Course79,University9,School60,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-10-31,2025-11-05,2026-02-02,89.0,5.0
a0QPm00000tI8PHMA0,Course35,University1,School100,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-11-17,2025-12-05,2026-02-02,59.0,18.0
a0QPm00000pwbbNMAQ,Course82,University14,School131,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-12-04,2025-12-04,2026-02-02,60.0,0.0
a0QPm00000rpD4vMAE,Course53,University24,School14,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-12-05,2025-12-05,2026-02-02,59.0,0.0
a0QPm00000vHtiQMAS,Course35,University1,School133,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-12-08,2026-01-07,2026-02-02,26.0,30.0
a0QPm00000V1VhRMAV,Course32,University7,School36,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-12-09,2025-12-09,2026-02-02,55.0,0.0
a0QPm00000rpD4wMAE,Course53,University24,School466,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-12-11,2025-12-11,2026-02-02,53.0,0.0
a0QPm00000qK4j3MAC,Course23,University4,School323,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-12-23,2026-01-07,2026-02-02,26.0,15.0
a0QPm00000xiMu5MAE,Course51,University1,School371,0,Spring 2026,Admissions Drop,Offered,Accepted,2026-01-05,2026-01-07,2026-02-02,26.0,2.0
a0QPm00000y7puUMAQ,Course42,University2,School150,0,Spring 2026,Admissions Drop,Offered,Accepted,2026-01-09,2026-01-09,2026-02-02,24.0,0.0
a0QPm000009epY7MAI,Course3,University19,School127,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-04,2024-12-05,2025-02-03,60.0,276.0
a0QPm000009kokaMAA,Course45,University24,School66,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-04,2024-11-12,2025-02-03,83.0,253.0
a0QPm000009rejhMAA,Course62,University1,School515,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-04,2024-12-10,2025-02-04,56.0,281.0
a0QPm000009reOjMAI,Course50,University4,School515,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-04,2024-12-10,2025-02-03,55.0,281.0
a0QPm000009rUu4MAE,Course35,University1,School515,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-04,2024-12-10,2025-02-03,55.0,281.0
a0QPm000009sf7RMAQ,Course65,University10,School255,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-04,2024-12-12,2025-02-03,53.0,283.0
a0QPm000009xlwzMAA,Course50,University4,School614,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-04,2024-11-27,2025-02-03,68.0,268.0
a0QPm000009xmWTMAY,Course45,University24,School348,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-04,2024-12-10,2025-02-03,55.0,281.0
a0QPm000009xoq1MAA,Course23,University4,School17,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-04,2024-12-12,2025-02-03,53.0,283.0
a0QPm000009yJSSMA2,Course45,University24,School271,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-04,2024-12-12,2025-02-03,53.0,283.0
a0QPm000009yxulMAA,Course65,University10,School651,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-04,2024-12-11,2025-02-03,54.0,282.0
a0QPm000009yyk5MAA,Course25,University25,School203,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-04,2024-12-10,2025-02-03,55.0,281.0
a0QPm000009lE7CMAU,Course25,University25,School449,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-05,2024-04-10,2025-02-03,299.0,36.0
a0QPm000009npqbMAA,Course79,University9,School216,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-05,2024-11-12,2025-02-03,83.0,252.0
a0QPm000009pJmbMAE,Course16,University9,School4,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-05,2024-05-23,2025-02-03,256.0,79.0
a0QPm000009rubZMAQ,Course35,University1,School177,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-05,2025-01-06,2025-02-03,28.0,307.0
a0QPm000009ruTVMAY,Course62,University1,School177,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-05,2025-10-28,2025-02-04,-266.0,602.0
a0QPm000009rYG5MAM,Course41,University3,School351,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-05,2024-11-12,2025-02-03,83.0,252.0
a0QPm000009xjdTMAQ,Course51,University1,School176,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-05,2024-12-10,2025-02-03,55.0,280.0
a0QPm000009xmeYMAQ,Course16,University9,School514,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-05,2024-09-03,2025-02-03,153.0,182.0
a0QPm000009xqYTMAY,Course13,University9,School387,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-05,2024-10-30,2025-02-03,96.0,239.0
a0QPm000009ySyjMAE,Course21,University24,School569,16,Spring 2025,Dropped,Offered,Accepted,2024-03-05,,2025-02-03,,
a0QPm000009z2VxMAI,Course50,University4,School9,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-05,2024-10-10,2025-02-03,116.0,219.0
a0QPm000009z3gYMAQ,Course4,University15,School98,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-05,2024-12-06,2025-02-03,59.0,276.0
a0QPm000009lGaPMAU,Course11,University2,School27,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-06,2024-12-06,2025-02-03,59.0,275.0
a0QPm000009lLdJMAU,Course62,University1,School530,6,Spring 2025,Dropped,Offered,Accepted,2024-03-06,,2025-02-04,,
a0QPm000009saCcMAI,Course23,University4,School42,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-06,2024-12-05,2025-02-03,60.0,274.0
a0QPm000009scuMMAQ,Course50,University4,School42,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-06,2024-12-05,2025-02-03,60.0,274.0
a0QPm000009sZwUMAU,Course40,University9,School42,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-06,2024-12-05,2025-02-03,60.0,274.0
a0QPm000009xpULMAY,Course65,University10,School242,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-06,2024-12-11,2025-02-03,54.0,280.0
a0QPm000009z8MvMAI,Course35,University1,School71,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-06,2024-10-08,2025-02-03,118.0,216.0
a0QPm00000A4PIGMA3,Course13,University9,School154,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-06,2024-11-14,2025-02-03,81.0,253.0
a0QPm000009h0KXMAY,Course47,University3,School371,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-07,2024-12-11,2025-02-03,54.0,279.0
a0QPm00000WI4qkMAD,Course45,University24,School504,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-04-10,2025-05-01,2026-02-02,277.0,21.0
a0QPm00000WIOvtMAH,Course79,University9,School504,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-04-10,2025-05-01,2026-02-02,277.0,21.0
a0QPm000009soU7MAI,Course4,University15,School394,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-07,2024-10-15,2025-02-03,111.0,222.0
a0QPm000009xn17MAA,Course27,University22,School491,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-07,2024-06-03,,,88.0
a0QPm00000WHyjmMAD,Course51,University1,School504,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-10,2025-05-01,2025-09-08,130.0,21.0
a0QPm00000A4zK5MAJ,Course73,University15,School268,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-07,2024-10-30,2025-02-03,96.0,237.0
a0QPm000009khCtMAI,Course45,University24,School464,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-08,2024-10-30,2025-02-03,96.0,236.0
a0QPm000009ku5FMAQ,Course11,University2,School550,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-08,2024-11-13,2025-02-03,82.0,250.0
a0QPm000009lEYcMAM,Course48,University21,School54,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-08,2024-12-06,2025-02-03,59.0,273.0
a0QPm00000WIAMhMAP,Course13,University9,School504,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-10,2025-05-01,2025-09-08,130.0,21.0
a0QPm000009lNiLMAU,Course62,University1,School58,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-08,2024-10-31,2025-02-04,96.0,237.0
a0QPm00000jX3A7MAK,Course60,University1,School338,0,Spring 2026,Admissions Drop,Offered,Accepted,2025-09-03,2025-12-10,2026-02-02,54.0,98.0
a0QPm000009rf9WMAQ,Course32,University7,School386,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-08,2024-10-18,2025-02-03,108.0,224.0
a0QPm000009roKrMAI,Course25,University25,School194,7,Spring 2025,Dropped,Offered,Accepted,2024-03-08,,2025-02-03,,
a0QPm000009sdVRMAY,Course62,University1,School328,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-08,2024-12-10,2025-02-04,56.0,277.0
a0QPm000009ysJhMAI,Course47,University3,School250,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-08,2024-08-14,2025-02-03,173.0,159.0
a0QPm000009yU2sMAE,Course65,University10,School70,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-08,2025-01-17,2025-02-03,17.0,315.0
a0QPm000009yxhaMAA,Course62,University1,School354,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-08,2024-12-04,2025-02-04,62.0,271.0
a0QPm000009zB6DMAU,Course35,University1,School407,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-08,2024-12-12,2025-02-03,53.0,279.0
a0QPm000009yUSfMAM,Course35,University1,School221,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-11,2024-12-05,2025-02-03,60.0,269.0
a0QPm00000APQRNMA5,Course23,University4,School377,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-14,2024-12-10,2025-02-03,55.0,271.0
a0QPm00000ARIntMAH,Course25,University25,School547,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-03-14,2024-12-16,2025-02-03,49.0,277.0
a0QPm00000AvJg7MAF,Course32,University7,School389,14,Spring 2025,Dropped,Offered,Accepted,2024-04-12,,2025-02-03,,
a0QPm00000BFKwBMAX,Course21,University24,School376,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-04-12,2024-10-04,2025-02-03,122.0,175.0
a0QPm00000BN35JMAT,Course31,University25,School109,8,Spring 2025,Dropped,Offered,Accepted,2024-04-17,,2025-02-03,,
a0QPm00000BreAhMAJ,Course31,University25,School480,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-04-25,2024-12-05,2025-02-03,60.0,224.0
a0QPm00000C2MqLMAV,Course80,University10,School562,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-04-30,2024-12-12,2025-02-03,53.0,226.0
a0QPm000009oUx0MAE,Course35,University1,School648,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-05-14,2024-12-20,2025-02-03,45.0,220.0
a0QPm00000D9EQsMAN,Course41,University3,School438,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-05-23,2024-12-09,2025-02-03,56.0,200.0
a0QPm00000DNVq1MAH,Course62,University1,School133,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-05-28,2024-11-14,2025-02-04,82.0,170.0
a0QPm00000DD4ZQMA1,Course23,University4,School32,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-06-05,2024-12-06,2025-02-03,59.0,184.0
a0QPm00000DDFxpMAH,Course65,University10,School49,4,Spring 2025,Dropped,Offered,Accepted,2024-06-05,,2025-02-03,,
a0QPm00000E58jGMAR,Course50,University4,School196,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-06-11,2024-12-06,2025-02-03,59.0,178.0
a0QPm00000EngZ7MAJ,Course23,University4,School116,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-06-24,2024-12-11,2025-02-03,54.0,170.0
a0QPm000009yzpsMAA,Course35,University1,School451,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-07-23,2024-12-09,2025-02-03,56.0,139.0
a0QPm00000BlUM5MAN,Course21,University24,School286,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-08-08,2024-12-12,2025-02-03,53.0,126.0
a0QPm00000DADanMAH,Course51,University1,School51,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-08-08,2024-12-05,2025-02-03,60.0,119.0
a0QPm00000DszOnMAJ,Course44,University9,School358,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-08-14,2024-12-17,2025-02-03,48.0,125.0
a0QPm00000D2Z73MAF,Course80,University10,School85,6,Spring 2025,Dropped,Offered,Accepted,2024-08-15,,2025-02-03,,
a0QPm00000HZDwfMAH,Course80,University10,School364,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-08-16,2024-12-09,2025-02-03,56.0,115.0
a0QPm00000HZEJFMA5,Course62,University1,School364,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-08-16,2024-12-16,2025-02-04,50.0,122.0
a0QPm00000HuNkvMAF,Course80,University10,School609,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-08-20,2024-12-09,2025-02-03,56.0,111.0
a0QPm00000HuGLGMA3,Course80,University10,School610,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-08-21,2024-12-09,2025-02-03,56.0,110.0
a0QPm00000J9zm5MAB,Course42,University2,School540,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-09-16,2024-11-06,2025-02-03,89.0,51.0
a0QPm00000HKfYHMA1,Course82,University14,School179,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-10-23,2025-01-09,2025-02-03,25.0,78.0
a0QPm00000LKZWzMAP,Course82,University14,School211,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-10-28,2025-01-13,2025-02-03,21.0,77.0
a0QPm00000LpcjvMAB,Course9,University4,School565,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-11-06,2024-12-02,2025-02-03,63.0,26.0
a0QPm00000MV8z7MAD,Course25,University25,School307,9,Spring 2025,Dropped,Offered,Accepted,2024-11-22,,2025-02-03,,
a0QPm00000OEiUnMAL,Course62,University1,School527,0,Spring 2025,Admissions Drop,Offered,Accepted,2024-12-17,2025-01-03,2025-02-04,32.0,17.0
a0QPm00000O8NeMMAV,Course11,University2,School471,9,Spring 2025,Dropped,Offered,Accepted,2024-12-24,,2025-02-03,,
a0QPm00000OA3RsMAL,Course4,University15,School471,13,Spring 2025,Dropped,Offered,Accepted,2024-12-24,,2025-02-03,,
a0QPm00000O8OvNMAV,Course82,University14,School544,14,Spring 2025,Dropped,Offered,Accepted,2025-01-02,,2025-02-03,,
a0QPm00000NkxCnMAJ,Course35,University1,School99,0,Spring 2025,Admissions Drop,Offered,Accepted,2025-01-16,2025-01-22,2025-02-03,12.0,6.0
a0QDo000000c2GwMAI,Course31,University25,School451,15,Spring 2024,Dropped,Offered,Accepted,2023-07-27,,2024-02-05,,
a0QDo000000B9UTMA0,Course25,University25,School152,0,Spring 2024,Admissions Drop,Offered,Accepted,2023-07-31,2024-01-18,2024-02-05,18.0,171.0
a0QDo000000BpLNMA0,Course41,University3,School499,0,Spring 2024,Admissions Drop,Offered,Accepted,2023-08-22,2024-01-24,2024-02-06,13.0,155.0
a0QDo0000072sE5MAI,Course11,University2,School623,0,Spring 2024,Admissions Drop,Offered,Accepted,2023-10-22,2024-01-18,2024-02-05,18.0,88.0
a0QDo000001GWC3MAO,Course31,University25,School165,0,Spring 2024,Admissions Drop,Offered,Accepted,2023-10-23,2024-01-16,2024-02-05,20.0,85.0
a0QDo0000074LAdMAM,Course73,University15,School634,0,Spring 2024,Admissions Drop,Offered,Accepted,2023-10-25,2024-01-19,2024-02-05,17.0,86.0
a0QDo0000074LATMA2,Course64,University9,School634,0,Spring 2024,Admissions Drop,Offered,Accepted,2023-10-25,2024-01-16,2024-02-05,20.0,83.0
a0QPm000004dccdMAA,Course51,University1,School90,0,Spring 2024,Admissions Drop,Offered,Accepted,2023-11-15,2024-01-05,2024-02-05,31.0,51.0
a0QPm000004uQf3MAE,Course45,University24,School288,0,Spring 2024,Admissions Drop,Offered,Accepted,2023-11-16,2024-01-18,2024-02-05,18.0,63.0
a0QDo000001GWBtMAO,Course31,University25,School361,9,Spring 2024,Dropped,Offered,Accepted,2023-11-28,,2024-02-05,,
a0QPm000005lgFRMAY,Course64,University9,School311,0,Spring 2024,Admissions Drop,Offered,Accepted,2023-12-04,2024-01-18,2024-02-05,18.0,45.0
a0QDo000001GWCRMA4,Course31,University25,School337,0,Spring 2024,Admissions Drop,Offered,Accepted,2023-12-15,2024-01-16,2024-02-05,20.0,32.0
a0QPm000014EaTsMAK,Course14,University23,School202,0,Fall 2026,Admissions Drop,Offered,Accepted,2026-03-03,2026-03-03,,,0.0
a0QPm000014RJRxMAO,Course80,University10,School420,0,Fall 2026,Admissions Drop,Offered,Accepted,2026-03-03,2026-03-03,,,0.0
a0QPm00000Tr18ZMAR,Course13,University9,School374,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-02-25,2025-07-14,2025-09-08,56.0,139.0
a0QPm00000TrB7wMAF,Course75,University10,School391,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-02-25,2025-08-07,2025-09-08,32.0,163.0
a0QPm00000UOsnbMAD,Course38,University3,School341,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-04,2025-08-08,2025-09-08,31.0,157.0
a0QPm00000UOYTuMAP,Course75,University10,School500,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-04,2025-08-07,2025-09-08,32.0,156.0
a0QPm00000UP06oMAD,Course60,University1,School341,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-04,2025-07-03,2025-09-08,67.0,121.0
a0QPm00000UP0YDMA1,Course75,University10,School341,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-04,2025-08-07,2025-09-08,32.0,156.0
a0QPm00000UP8XNMA1,Course51,University1,School358,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-04,2025-10-28,2025-09-08,-50.0,238.0
a0QPm00000UPTC1MAP,Course60,University1,School510,23,Fall 2025,Dropped,Offered,Accepted,2025-03-04,,2025-09-08,,
a0QPm00000UOwEVMA1,Course35,University1,School427,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-05,2025-05-09,2025-09-08,122.0,65.0
a0QPm00000UP8p8MAD,Course71,University1,School425,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-05,2025-06-04,2025-09-09,97.0,91.0
a0QPm00000UREDhMAP,Course74,University21,School552,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-05,2025-06-30,2025-09-08,70.0,117.0
a0QPm00000UT4WoMAL,Course39,University9,School211,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-05,2025-07-02,2025-09-08,68.0,119.0
a0QPm00000UTLuDMAX,Course15,University9,School211,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-05,2025-08-19,2025-09-08,20.0,167.0
a0QPm00000UUG2tMAH,Course60,University1,School222,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-05,2025-08-15,2025-09-08,24.0,163.0
a0QPm00000UV5i6MAD,Course38,University3,School652,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-05,2025-03-21,2025-09-08,171.0,16.0
a0QPm00000UV4NrMAL,Course53,University24,School411,17,Fall 2025,Dropped,Offered,Accepted,2025-03-06,,2025-09-08,,
a0QPm00000UVHZaMAP,Course39,University9,School162,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-06,2025-08-27,2025-09-08,12.0,174.0
a0QPm00000UX4gJMAT,Course39,University9,School486,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-06,2025-04-29,2025-09-08,132.0,54.0
a0QPm00000UYuEcMAL,Course60,University1,School590,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-06,2025-04-08,2025-09-08,153.0,33.0
a0QPm00000UYxdtMAD,Course50,University4,School490,13,Fall 2025,Dropped,Offered,Accepted,2025-03-06,,2025-09-08,,
a0QPm00000UYzz3MAD,Course60,University1,School387,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-06,2025-04-25,2025-09-08,136.0,50.0
a0QPm00000UZVSfMAP,Course54,University7,School170,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-06,2025-05-09,2025-09-08,122.0,64.0
a0QPm00000Uf6UqMAJ,Course60,University1,School31,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-03-21,2025-09-08,171.0,14.0
a0QPm00000UfbvBMAR,Course15,University9,School606,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-07-08,2025-09-08,62.0,123.0
a0QPm00000UfcBJMAZ,Course60,University1,School606,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-07-01,2025-09-08,69.0,116.0
a0QPm00000UgT18MAF,Course13,University9,School128,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-08-12,2025-09-08,27.0,158.0
a0QPm00000URlb6MAD,Course71,University1,School241,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-08-11,2025-09-09,29.0,157.0
a0QPm00000UTqRmMAL,Course38,University3,School155,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-03-10,2025-09-08,182.0,3.0
a0QPm00000UUF3ZMAX,Course71,University1,School155,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-03-10,2025-09-09,183.0,3.0
a0QPm00000UUxW3MAL,Course75,University10,School83,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-08-07,2025-09-08,32.0,153.0
a0QPm00000UVMZFMA5,Course13,University9,School83,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-07,2025-08-28,2025-09-08,11.0,174.0
a0QPm00000UgUlCMAV,Course34,University4,School257,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-08,2025-03-14,2025-09-08,178.0,6.0
a0QPm00000UjKxRMAV,Course44,University9,School422,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-09,2025-03-21,2025-09-08,171.0,12.0
a0QPm00000UfqZGMAZ,Course60,University1,School465,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-10,2025-03-14,2025-09-08,178.0,4.0
a0QPm00000UgWVGMA3,Course51,University1,School59,14,Fall 2025,Dropped,Offered,Accepted,2025-03-10,,2025-09-08,,
a0QPm00000UgZRVMA3,Course71,University1,School59,12,Fall 2025,Dropped,Offered,Accepted,2025-03-10,,2025-09-09,,
a0QPm00000UPLb6MAH,Course75,University10,School430,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-10,2025-08-07,2025-09-08,32.0,150.0
a0QPm00000UYfDzMAL,Course13,University9,School380,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-10,2025-08-13,2025-09-08,26.0,156.0
a0QPm00000UYyYLMA1,Course15,University9,School382,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-10,2025-06-16,2025-09-08,84.0,98.0
